Keyword,Review,Tone,Attribute1
smooth ,Very ,3,
UI,  Windows phone is a bit simpler to use ,3,Simpler
features,  For the low price it has a good number of ,3,
internet, I am trying to hang the phone for 7 days by playing asphalt airbourne and temple runlistening to musicsurfing ,0,
music, I am trying to hang the phone for 7 days by playing asphalt airbourne and temple runlistening to ,0,
surfing, I am trying to hang the phone for 7 days by playing asphalt airbourne and temple runlistening to music,0,
video, I am trying to hang the phone for 7 days by playing asphalt airbourne and temple runlistening to musicsurfing internetwatching ,0,
heavy, But my problem is this phone still shows a fantastic performance and battery life while a number of back ground task in on with ,0,
performance, But my problem is this phone still shows a fantastic ,0,
features, It has all the basic ,2,
windows, Why you should consider to buy Lumia 520 when you are buing a ,0,
Android,  Its Internet Speed (GPRSEDGE)(2G) Speed better then ,3,
cheap,  Easy Renewal for all softs Subscription and its ,3,
Game,  XBOX ,0,
Camera,  A Very good ,3,good
Battery,  Last Its NOKIA -- We all know Nokias ,0,
windows,  the product is really fluidic to use ,3,
Flash, There is only one thing that the ,0,
windows,  But Nokia with ,0,
memory ,Regarding the ,0,
video,regarding ,0,
operating system,   Windows 8 ,0,
operating system,   Use it for some time and you will hate other ,0,
Camera,  However FM Radio Front ,0,
smooth ,  it is looking professional and ,3,
hangs, Topuch is not too good and the phone ,1,
touch, awesome windows experience with a great ,3,
windows, awesome ,3,
games, Nice phone with Dual core processor and 512mb RAM all ,2,
video, Nice phone with Dual core processor and 512mb RAM all games as well as full HD ,3,HD
affordable, The Most ,3,
features,  Office ,0,
budget,  I would recommend this product if you have a ,0,
features,  When I decided to buy it I not only had its demonstration but even I did a detailed study finding more about its exceptional ways of offering unique ,2,
video,  The micro USB connector is considered to be highly powerful feature which can allow easily and safely the transfer of media and data stored in form of files ,0,
Bluetooth,  from and to compatible devices using the most versatile ,3,versatile
features,  The additional ,0,
touch,  Super sensitive ,3,Sensitive
features, awsome phone with great ,3,
Android, Im a long time tech-enthusiast and trust me ive used several devices (Windows and ,0,
lag,  Touch is flawlessly smooth and it never ,3,never
smooth ,  Touch is flawlessly ,3,
image,  You can never doubt the camera quality of Nokia devices and i was not expecting such a great imaging quality from this device only the flash is missing but dont worry nokia is famous for their ,2,
light,  You can never doubt the camera quality of Nokia devices and i was not expecting such a great imaging quality from this device only the flash is missing but dont worry nokia is famous for their image processing and the low,2,Low
durable,  The phone is lightweight and feels great while holding it the plastic used in this device is quite ,3,Plastic
lag,  The tough is flawlessly smooth and i didnt face any ,3,never
smooth ,  The tough is flawlessly ,3,
low light,  The camera quality is much more good than i expected only the flash is missing but the ,0,
Battery,Cons: ,1,Cons:
snapdeal,I have read almost all the reviews on ,0,
Android,  I liked ,3,Liked
body,1) The design and ,0,
body, WoW Joy Happiness etc whereas the design and ,0,
Android,2) ,0,
Android,3) WP store has quality apps which you would actually use in day to day life whereas ,0,
service,4) Nokia means Durability Service Trust etc whereas Samsung(and other android manufacturers) means Big Plastic Phones Non-Durable Million dollar ads induced popularity Ugly After-Sales ,0,
features,6) The basic things like call quality photography Net surfing (including social networking) Gaming and neat apps are gorgeous in WP and Lumia so plz dont be confused and inspired by sheer number of apps or ,2,
surfing,6) The basic things like call quality photography Net ,0,
Android, Most ,0,
performance,  It works quite well for those who want a good touchscreen without sluggish ,2,
touch,  It works quite well for those who want a good ,3,
affordable, Good phone and the price is also ,3,Price
microsoft, com and other site ids do not  work with it as it is a ,0,
features,  Prominent ,3,
gps,  Prominent features of this phone that I like is its touch screen and ,3,
headphone,  Prominent features of this phone that I like is its touch screen and gps and ,3,
touch,  Prominent features of this phone that I like is its ,3,
budget,  I will definitely recommend this phone if your ,0,
budget, This is the best one till now in this ,3,best
body, Nokia lumia 520 is perfect according to price ,2,
software, Nokia lumia 520 is perfect according to price body design and ,2,
operating system,Initially I bought the phone with ,0,
windows,Initially I bought the phone with operating system ,0,
windows,Now I am using ,0,
day light,  In ,0,
picture,  In day light it takes best ,3,Day Light
video,It also supports hd ,3,HD
hangs,It never ,3,
features,xbox like ,0,
games,windows store is increasing the good apps and ,0,
hardware,It looks very attractive due to best ,3,
games,NOKIAS 512MB ram supports many ,3,Supports
lag,NOKIAS 512MB ram supports many games without ,3,without
memory ,inbuilt 8GB ,3,8 GB
light,due to absence of flash we cant use camera in low,1,Low
light,due to absence of flash we cant use camera in low,1,Low
features, Nokia Lumia 520 is a good product which is suitable for teenagers with a reasonable price for these ,3,
windows,  Which come with ,0,
software, 1 good ,0,
storage, 1 good software it come some Microsoft installed apps and you get 7GB clound ,0,
video, It comes in five colors for choice and wifiradio,0,
sensor, It comes with Accelerometer proximity ,3,Accelerometer
sensor, It comes with Accelerometer proximity ,3,
memory , Internal ,0,
lag, the best feature of windows device is that it doesnt ,3,without
windows, the best feature of ,0,
budget, best phone in this ,3,best
body, Best Windows phone in budget with tough ,3,Tough
budget, Best Windows phone in ,3,best
features,  I love this phone with all necessary ,3,
applications,Basically its fast in any action but sometimes becomes slow and ,2,
Camera,  Feather touch screen light weight Excellent ,3,excellent
fast,Basically its ,3,
picture,  Feather touch screen light weight Excellent Camera and ,3,
touch,  Feather ,3,Feather
hangs,  It ,1,
performance,  It hangs sometimes but overall ,0,
touch,impressive ,3,
app store, Phone is good in price range but again ,0,
Looks,Ultra ,3,Ultra
video, but for the ,0,
music, Ideal for people who travel a lot battery will last more than 2 days with regular use like surfing whatsapp viber playing ,0,
surfing, Ideal for people who travel a lot battery will last more than 2 days with regular use like ,0,
games,The operating system runs smoothly and the phone wont hang on playing heavy ,3,Hang
heavy,The operating system runs smoothly and the phone wont hang on playing ,0,
snapdeal, got great discount from ,3,
budget, The best ,3,best
windows, The best budget ,0,
fast, From an ergonomics perspective it works very well and quite ,3,quite
touch,- Smooth Touch (one of the finest ,3,
Camera,- Ultimate ,3,ultimate
Battery,- ,0,
windows,- All cons to less apps in ,1,
windows, Best budget phone with ,3,
microsoft, we can use ,0,
office, we can use microsoft ,0,
snapdeal, I have got this Nokia lumia from ,0,
features, Its a normal smartphone with almost all the ,3,
Size,the Screen ,0,
games, 7 inches is expected in todays day for surfing playing ,0,
surfing, 7 inches is expected in todays day for ,0,
Battery,Ok ,2,OK
sound,OK Headphones and ,2,Headphones
stylish, its very ,3,
snapdragon,The strikeout points are- The dual core ,3,Dual Core
windows, if u like branded phonethen this is a good choicelow price great featurenow it can be update to ,0,
cheap, I m using this phone for about 6 months now it is best and ,3,
windows, I m using this phone for about 6 months now it is best and cheap ,3,
touch, good internal memory,0,
windows,  easy sweep between ,3,Sweep
performance, quality and ,0,
stylish,  This phone has a ,3,
fast,One big disadvantage is phone heats up very quickly and battery discharges bit ,1,
fast,One big disadvantage is phone heats up very quickly and battery discharges bit ,1,Discharges
heats,One big disadvantage is phone ,1,
Camera,Ultimate 5MP ,3,5 MP
Camera,Ultimate 5MP ,3,ultimate
Camera,Ultimate 5MP ,3,ultimate
Display,4inc ,0,
performance,High ,3,
Price,Windows Mobile with great ,3,
budget, I was quite confused in purchasing handset since it was need for requirement to ,0,
connectivity,  My configured gmail are regularly updating without any issue providing me direct ,2,direct
windows, I have recently bought LUMIA 520 for my wife (suggested by my friend that ,0,
cheap,  Snapdeal offered this phone ,3,
online,  Snapdeal offered this phone cheaper than any other ,3,Snapdeal
sound,- sturdy look ,0,
snapdeal, Thanks to ,3,
fast,  Its ,3,
windows, value for money and easy to use those who use ,3,
snapdeal, Price is best in ,3,
music, Good phone ,0,
Android,  Only challenge is Windows based which is not as user friendly as ,0,
cheap, In the windows range this is a ,2,
windows, In the ,0,
Android,  Now a buyer should not compare this RAM with ,0,
Camera,  The only major drawback i personally found is the ,1,drawback
Camera,  The only major drawback i personally found is the Camera is not having a flash and yes it doesnt come with ,1,Flash
Camera,  The only major drawback i personally found is the Camera is not having a flash and yes it doesnt come with ,1,
Camera,  The only major drawback i personally found is the Camera is not having a flash and yes it doesnt come with ,1,
features, Its good bt it lacks some ,1,
windows, Its good bt it lacks some features tht ,1,
Camera,Fantastic ,3,fantastic
internal,8GB ,3,8 GB
Price,Reasonable ,2,
games,  Its not meant for gamiing though you can play mediumlight ,2,
sound,  Good display ,0,
light,But the lack of flash is a defect taking photos during low,1,Low
video, overall its good but there is no ,1,
video,a ,0,
windows, A good ,3,
touch,  Nice ,3,
Android,  Dont find any difficulty now using both the window and the ,0,
