Keyword,Review,Tone,Attribute1
fast,  with good quality pictures,3,
gaming,  phone due to its ram but its a windows phone so ull get one thing that people hate the most in android UI lags frankly speakingat this price point theres barely any phn with such a smooth ui than this,3,UI
UI,  lags frankly speakingat this price point theres barely any phn with such a smooth ui than this,3,
heats,  up,1,
Battery, : switching from android this is a great pro actually being a only 1430 mah battery it last almost upto 26hrs with moderate use thats really goos considering a quad core processor and a 4-inch wvga display,3,
smooth , ui clean and smple many new things added to the windows 8,3,
expandable,  memory upto 128gb the number of installable apps just becomes almost infinite,3,Memory
memory , upto 128gb the number of installable apps just becomes almost infinite,3,128 Gb
sound,  quality is extremely good in both headset and speaker speaker ,3,Quality
sound,  quality is extremely good in both headset and speaker speaker ,3,Speaker
clarity,  is not that good either,1,
windows,  ever since the store dsnt hav enough good apps as play store,1,Apps
gaming,  as i hav seen most of the medium level games runs perfectly on the phone and for the internet(the best use of the phone),3,
fast,  and no lags headphone provided is OK in this price segment very nice display clear and crisp,3,
Battery,  drain a bit Fast,1,Drain
Battery,  drain a bit Fast,1,fast
interface,  is awesome there is no lag when you use this phone,3,
windows,  phone the user interface is awesome there is no lag when you use this phone,3,user interface
snapdragon,  quad core processor and 512 mb ram there is no issue on the ram ,3,Quad core
snapdragon,  quad core processor and 512 mb ram there is no issue on the ram ,3,Processor
touch,  screen is very good and also the overall display is fine,3,
storage, + 4GB built in + 15GB on cloud,3,
Camera,  despite of having 5MP was improved when compared to Lumia 925 and records videos in HD,3,
video, s in HD,3,HD
videos,  in HD,3,HD
cheap,  phone at his price,3,Price
windows,  wow,3,
headphone,  is not noise cancellation type as mentioned in the features posted on snapdeal website,1,Noise
sound,  quality is poor,1,Quality
headphone,  are not set properly to the ear,1,
speakers,  of the headphone are not set properly to the ear,1,
headphone,  has no call receiving capacity as earlier nokia ,1,
features,  very nice,3,
music,  player have not sake slider for forwarding or backwording the ,1,sake slider
Camera,  5MP without Flash but the quality of camera is good,3,Quality
windows,  lumia phone at this low price,3,Price
video,  player is not so good,1,
hardware,  was good enough so no problem with that just a suggestion to folks out there do a soft-reset once in a while if you face any ,3,
office,  PDF fb wtsapp twitter running properly and im using all features too,3,
snapdeal,  for helping me to buy this product,3,
budget,  windows phone,3,
fast,  and no lags headphone provided is great very nice display clear and crisp good primary camera Brand of Nokia Long life body Good Battery backup,3,
headphone,  provided is great very nice display clear and crisp good primary camera Brand of Nokia Long life body Good Battery backup,3,
Flash,  is not there in phone speaker not too  loud secondary camera not provided quite heavy (personal opinion),1,
heavy,  (personal opinion),1,
fast,  and no lags headphone provided is great very nice display clear and crisp,3,
headphone,  provided is great very nice display clear and crisp,3,
Flash,  is not provided,1,
fast,  clear display touch is great,3,
touch,  is great,3,
budget,  6k then just go for it,3,
windows,  device and I had a thrill in using this device,3,
Battery,  backup is poor speaker not too loud installed apps are not of great use quite heavy (personal opinion),1,poor
fast,  and no lags headphone provided is great very nice display clear and crisp,3,
headphone,  provided is great very nice display clear and crisp,3,
heavy,  (personal opinion),1,
performance,  great look very portable,3,
fast,  and no lags,3,
Audio,  is just awesome,3,
video, s with mx player in my lumia,3,Mx player
videos,  with mx player in my lumia,3,Mx player
snapdeal,  order as I have got my parcel after 18 days from the date of order,1,
affordable,  price but delivery delay,3,Price
snapdeal,  has  issue with delivery which they take long time usually  packing and customer support who never tells truth,1,Delivery
video,  not clear at angles,1,Angles
delivered,  it before time,3,
windows,  phone very smart and I like very much,3,
performance,  is good with no lag at all,3,
picture,  quality is average but in this price tag,3,Quality
delivered,  the product so lately,1,
service,  is very poor and delivered the product so lately,1,
snapdeal,  service is very poor and delivered the product so lately,1,Service
windows,  phone is quite a good package with good price,3,
fast,  with great touch handy very nice display easy to use,3,
touch,  handy very nice display easy to use,3,Handy
touch,  screen is gr8,3,
touch,  is very poor display is very small as compare to windows &amp,1,
snapdeal,  and I experienced good delivery service and products,3,Delivery
snapdeal,  taken more time then expected to deliver the same,1,Deliver
snapdeal,  is best because price is so lower then any other shopping site,3,
features,  of this phone is superb,3,
snapdeal,  is best selling wabsite for purchase mobile and a other thing,3,
music,  playback is good,3,
delivered,  to me very late and actually I myself went to local courier office to pick otherwise it would have been late by one more day,1,
fast,  no lags in any appss,3,
cheap,  smarphone,3,
build,  quality and very smooth fast,3,Quality
snapdeal,  within three days i got COD mode payment,3,
smooth , Interface scrolling camera also good,3,
internet,  speed wifi as well as nice,3,Speed
cheap,  and best mobile in my point of view Guys,3,
hanging,  problem Ms office also waste becouse excel files not showing in our email id attched files,1,
office,  also waste becouse excel files not showing in our email id attched files,1,
games,  or setting needs update every 3-5days,1,Update
memory , is good 4GB but it gives only 1,3,
Display,  and Tuoch sesivity is good,3,
Ram,  512 mb however runs appliction smooth due to win8,3,512 MB
smooth , due to win8,3,
features,  are good affordable easy to operate long battery life while operating whatsaap and other online apps good camera quality good music sound and of course NOKIA a brand,3,
music,  sound and of course NOKIA a brand,3,Sound
delivered,  the piece  within  a short span of time,3,
fast,  and battery life is excellent,3,
features,  which you could not find in any other smartphone at this price,3,
heating,  while callingrest everything is perfect,1,
fast,  mobile,3,
gaming,  very smooth,3,Smooth
games,  can be stored on SD card (supports upto 128GB) and can be played from it,3,
games,  can be stored on SD card (supports upto 128GB) and can be played from it,3,Sensitivity
smooth , touch experience,3,
touch,  screen for smooth ,3,
touch,  screen for smooth ,3,Smooth
Screen,  brightness needs improvement for day light viewing,1,Brightness
Battery,  charging lasting for less than 1 hour,1,less
Battery,  charging lasting for less than 1 hour,1,less
charging,  lasting for less than 1 hour,1,Lasting
sound,  was loud enough for them and ,3,Loud
Display,  is clear and with their usage the battery life is also good,3,Clear
browsing,  contacts is very easy just need to press the alphabet and the list is there its  well organised,3,Contacts
smooth , touch screen,3,
smooth , touch screen,3,Screen
service, s is great with in 72 hours i get my mobile,3,
snapdeal,  you are  a star,3,
touch,  screen is very responsive,3,
touch,  screen is very responsive,3,Responsive
windows,  and its amazing,3,
touch,  is very smooth good handling camera is lightly poor as other lumia product but it is for those who looking lumia in asha price great value of money,3,Smooth
applications,  dosent support,1,Support
fast, er than lumia 520 because of quad core processor touch sensitivity is high,3,
touch,  sensitivity is high,3,Sensitivity
